employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work,salary_band,tenure_group,engagement_index
EMP0370,Connor Wong,40,Male,Marketing,Director,Master,13.0,65780.1,1.0,4,32.0,9,6,0,2023-12-08,Port Maxstad,0,Lower-Mid,Veteran (10y+),2.5
EMP0371,Marcus Gallagher,49,Male,HR,Mid-level,PhD,9.0,63035.82,5.0,2,68.0,26,16,0,2010-07-28,Morganton,1,Lower-Mid,Experienced (5-10y),3.5
EMP0372,Benjamin Trevino,47,Male,Legal,Senior,High School,1.0,98943.19,4.0,2,37.0,17,9,0,2007-08-21,Ramirezhaven,0,Mid,New (<2y),3.0
EMP0373,Terri Carrillo,58,Non-binary,Marketing,Senior,PhD,13.0,100926.18,4.0,3,97.0,25,11,0,2015-04-19,Port Karen,0,Upper-Mid,Veteran (10y+),3.5
EMP0374,Lisa Lawrence,47,Non-binary,Marketing,Senior,Master,8.0,93514.77,3.0,4,25.0,12,1,0,2017-08-03,New Troyport,1,Mid,Experienced (5-10y),3.5
EMP0375,Joshua Roth,44,Female,HR,Director,Unknown,2.0,51195.53,3.0,2,0.0,25,9,0,2011-04-06,Port John,0,Lower-Mid,New (<2y),2.5
EMP0376,Mark King,30,Female,Legal,Senior,Master,7.0,85566.38,5.0,2,3.0,17,19,1,2025-08-14,New Debraside,0,Mid,Experienced (5-10y),3.5
EMP0378,Christopher Knox,22,Non-binary,IT,Junior,Unknown,1.0,101313.22,4.0,1,53.0,25,3,0,2008-11-12,Pamelaside,0,Upper-Mid,New (<2y),2.5
EMP0380,Derrick May,55,Non-binary,Marketing,Manager,Unknown,11.0,33334.74,2.0,4,32.0,22,11,0,2018-04-02,Lake Calvinton,1,Entry,Veteran (10y+),3.0
EMP0381,Jennifer Moss,53,Unknown,Marketing,Junior,Unknown,4.0,92255.92,1.0,3,32.0,2,10,0,2013-06-07,Marcusmouth,1,Mid,Growing (2-5y),2.0
EMP0384,Christina Gordon,22,Female,IT,Mid-level,High School,4.0,49420.11,3.0,4,15.0,26,4,0,2017-06-03,North Kathryn,0,Lower-Mid,Growing (2-5y),3.5
EMP0385,David Murray,37,Non-binary,Legal,Mid-level,Master,14.0,49251.63,3.0,4,20.0,25,24,0,2016-07-25,Julianmouth,0,Lower-Mid,Veteran (10y+),3.5
EMP0386,Kelly Lester,60,Unknown,HR,Mid-level,Bachelor,0.0,56274.21,3.0,4,44.0,11,16,0,2018-10-22,Gonzalezshire,0,Lower-Mid,New (<2y),3.5
EMP0387,Chris Alvarez,26,Non-binary,Engineering,Senior,Master,3.0,105434.34,3.0,5,118.0,26,4,0,2012-12-27,Angelastad,1,Upper-Mid,Growing (2-5y),4.0
EMP0388,William Henry,43,Male,Marketing,Mid-level,Unknown,14.0,95513.89,3.0,4,119.0,19,1,0,2023-01-14,Sanderstown,1,Mid,Veteran (10y+),3.5
EMP0389,Penny Mckay,50,Male,IT,Manager,High School,10.0,68706.73,5.0,2,89.0,6,8,1,2026-05-12,Nicholaston,0,Lower-Mid,Experienced (5-10y),3.5
EMP0390,Kevin Patrick,24,Unknown,Engineering,Manager,High School,15.0,103340.59,3.0,2,86.0,24,5,0,2015-07-25,Jessicaland,0,Upper-Mid,Veteran (10y+),2.5
EMP0391,Robert Jones,33,Male,Legal,Mid-level,Bachelor,5.0,48442.57,3.0,5,81.0,29,17,0,2022-12-14,Henryfort,0,Lower-Mid,Growing (2-5y),4.0
EMP0392,Steven Diaz,47,Male,Engineering,Director,Unknown,13.0,45042.92,2.0,2,61.0,23,13,1,2007-09-21,New Karenchester,0,Lower-Mid,Veteran (10y+),2.0
EMP0393,Christopher Browning,37,Male,Legal,Senior,Unknown,17.0,96589.92,5.0,1,30.0,7,18,0,2026-03-27,Millerhaven,0,Mid,Veteran (10y+),3.0
EMP0394,Jeremy Patrick,58,Male,Operations,Manager,High School,11.0,89491.08,3.0,4,115.0,8,13,0,2011-07-08,Myerston,0,Mid,Veteran (10y+),3.5
EMP0395,John Wilson,43,Male,HR,Manager,High School,10.0,63493.41,2.0,3,0.0,13,7,0,2020-09-23,Lake Michaelside,1,Lower-Mid,Experienced (5-10y),2.5
EMP0396,Andrew Lambert,50,Female,Finance,Manager,Bachelor,12.0,46613.48,4.0,5,11.0,4,16,0,2016-06-09,West Richardside,1,Lower-Mid,Veteran (10y+),4.5
EMP0397,Thomas Brennan,35,Male,Legal,Junior,Bachelor,10.0,111493.3,4.0,4,64.0,29,2,0,2025-09-13,East Cindymouth,0,Upper-Mid,Experienced (5-10y),4.0
EMP0399,Robert Frazier,26,Female,Finance,Manager,High School,14.0,60039.35,3.0,5,72.0,18,16,0,2006-09-15,North Zacharyfurt,0,Lower-Mid,Veteran (10y+),4.0
EMP0400,Sarah Shannon,51,Non-binary,Finance,Director,Bachelor,14.0,80714.41,4.0,2,2.0,20,10,0,2024-04-21,Michaelchester,1,Mid,Veteran (10y+),3.0
EMP0401,Matthew Castaneda,26,Male,HR,Senior,Unknown,3.0,120054.12,2.0,3,114.0,15,7,0,2019-01-26,South Emma,1,Upper-Mid,Growing (2-5y),2.5
EMP0402,Nathan Harris DDS,33,Female,HR,Senior,PhD,10.0,84577.51,4.0,3,89.0,23,0,1,2025-09-15,West Douglasmouth,1,Mid,Experienced (5-10y),3.5
EMP0403,Christopher Jones,37,Non-binary,Marketing,Manager,High School,18.0,87007.62,4.0,1,8.0,11,12,0,2019-10-05,Lake Manuelmouth,0,Mid,Veteran (10y+),2.5
EMP0404,Nicole Wood,47,Non-binary,Operations,Manager,Bachelor,14.0,60765.41,3.0,3,105.0,20,20,0,2008-04-23,Solismouth,1,Lower-Mid,Veteran (10y+),3.0
EMP0405,Erica Gonzalez,47,Female,Marketing,Senior,High School,3.0,89212.01,3.0,2,50.0,3,3,0,2011-06-12,Lake Cassie,0,Mid,Growing (2-5y),2.5
EMP0406,Nicole Brooks,42,Unknown,Engineering,Director,PhD,12.0,77632.73,3.0,3,15.0,7,6,0,2009-10-16,Cannonhaven,1,Mid,Veteran (10y+),3.0
EMP0407,Richard Mosley DDS,60,Male,Engineering,Junior,Master,18.0,35288.39,4.0,3,87.0,6,13,1,2007-01-26,North Katiehaven,0,Entry,Veteran (10y+),3.5
EMP0408,Bruce Waters,57,Female,Engineering,Junior,High School,1.0,94823.37,3.0,4,113.0,14,4,0,2007-08-02,East Paula,0,Mid,New (<2y),3.5
EMP0409,Mrs. Shannon Rodriguez,54,Non-binary,Engineering,Manager,High School,13.0,99259.83,3.0,4,77.0,29,23,0,2018-11-10,East Timothyport,1,Mid,Veteran (10y+),3.5
EMP0410,Courtney Lewis,51,Male,Legal,Senior,High School,3.0,95084.13,4.0,2,2.0,29,10,0,2013-11-09,Melendezport,0,Mid,Growing (2-5y),3.0
EMP0411,Kendra Pierce,58,Female,Marketing,Junior,High School,15.0,75833.2,5.0,3,97.0,5,16,0,2017-08-01,East Jason,0,Mid,Veteran (10y+),4.0
EMP0412,Joseph Downs,44,Male,HR,Director,Bachelor,19.0,51095.58,3.0,3,96.0,4,4,0,2022-09-14,Christopherfurt,0,Lower-Mid,Veteran (10y+),3.0
EMP0415,Jeffrey Miranda,57,Male,HR,Manager,High School,2.0,102048.55,2.0,4,72.0,12,4,0,2017-08-12,West Michaelstad,0,Upper-Mid,New (<2y),3.0
EMP0416,Kevin Lambert,55,Non-binary,HR,Mid-level,Unknown,7.0,99888.31,3.0,2,12.0,9,14,1,2021-05-29,Downsfort,0,Mid,Experienced (5-10y),2.5
EMP0417,Alexis Petty,52,Female,HR,Manager,Bachelor,15.0,95401.82,3.0,3,1.0,17,18,0,2008-02-15,Jamesburgh,0,Mid,Veteran (10y+),3.0
EMP0418,Jeffrey Shaw,31,Male,Marketing,Senior,Master,9.0,73144.73,3.0,2,70.0,28,15,1,2008-02-23,North Tammyland,1,Mid,Experienced (5-10y),2.5
EMP0419,Samantha Jones,40,Female,HR,Senior,PhD,3.0,102186.6,1.0,4,111.0,3,7,0,2014-11-23,Kerrhaven,0,Upper-Mid,Growing (2-5y),2.5
EMP0421,Roberto Brown,22,Male,Engineering,Senior,PhD,1.0,64434.16,4.0,5,18.0,23,15,0,2011-04-08,Willisborough,0,Lower-Mid,New (<2y),4.5
EMP0423,Margaret Davenport,25,Female,Legal,Director,PhD,12.0,61601.02,2.0,3,46.0,16,0,0,2009-04-14,North Sharon,1,Lower-Mid,Veteran (10y+),2.5
EMP0424,Mr. Tracy Castillo,37,Male,Finance,Mid-level,Master,3.0,88500.61,2.0,4,21.0,17,8,0,2024-08-14,Carlaside,0,Mid,Growing (2-5y),3.0
EMP0426,Daniel Stephens,37,Non-binary,Marketing,Manager,PhD,6.0,44444.7,4.0,3,32.0,24,21,1,2026-01-29,Port Stephanie,1,Lower-Mid,Experienced (5-10y),3.5
EMP0429,Kerry Greer,53,Female,Finance,Junior,High School,6.0,90840.29,2.0,5,84.0,15,1,0,2016-09-06,North Elizabeth,1,Mid,Experienced (5-10y),3.5
EMP0430,Alejandra Moore,48,Female,Engineering,Junior,Unknown,12.0,77199.22,3.0,4,38.0,11,8,0,2022-05-18,Brettville,1,Mid,Veteran (10y+),3.5
EMP0432,Monica Gardner,45,Female,Operations,Junior,Unknown,16.0,73128.1,3.0,5,71.0,26,18,0,2025-12-23,South Harryfort,0,Mid,Veteran (10y+),4.0
EMP0434,Christine Washington,56,Female,Finance,Mid-level,High School,9.0,61631.67,4.0,5,100.0,22,4,0,2015-04-26,Lake Jennifer,1,Lower-Mid,Experienced (5-10y),4.5
EMP0436,Kimberly Norris,54,Male,Marketing,Manager,Unknown,19.0,111110.51,1.0,3,24.0,20,12,0,2013-03-12,New Ronaldchester,1,Upper-Mid,Veteran (10y+),2.0
EMP0439,Paula Wilson PhD,24,Male,Operations,Mid-level,Master,0.0,94353.29,2.0,4,1.0,14,14,1,2018-03-26,Matthewton,1,Mid,New (<2y),3.0
EMP0440,Alyssa Frazier,22,Male,IT,Mid-level,Unknown,11.0,49964.07,2.0,2,18.0,5,3,1,2022-02-04,Sandraburgh,0,Lower-Mid,Veteran (10y+),2.0
EMP0441,Travis Andrade,54,Female,Engineering,Senior,High School,12.0,79830.19,1.0,4,109.0,11,3,0,2007-10-12,Ritterfort,0,Mid,Veteran (10y+),2.5
EMP0442,Lori Stanley,61,Unknown,Engineering,Mid-level,Master,9.0,107991.11,3.0,4,19.0,7,19,0,2011-07-13,West Jessicamouth,0,Upper-Mid,Experienced (5-10y),3.5
EMP0443,Ricardo Carpenter,31,Non-binary,IT,Senior,PhD,14.0,120480.58,4.0,2,105.0,6,9,1,2015-06-08,North Rachelfort,0,Upper-Mid,Veteran (10y+),3.0
EMP0444,Abigail Lloyd,50,Male,HR,Junior,PhD,12.0,75998.41,3.0,3,104.0,1,24,1,2020-06-16,New James,0,Mid,Veteran (10y+),3.0
EMP0445,Nicholas Tucker,34,Male,Finance,Senior,PhD,8.0,69051.41,3.0,2,105.0,11,5,0,2022-06-18,North Chelsey,0,Lower-Mid,Experienced (5-10y),2.5
EMP0446,Jeffrey Stout,33,Non-binary,Marketing,Senior,High School,8.0,81725.6,4.0,3,92.0,20,23,0,2024-10-20,West Jillstad,0,Mid,Experienced (5-10y),3.5
EMP0447,Mike Sims,52,Female,HR,Junior,PhD,14.0,81090.93,3.0,1,69.0,13,11,1,2026-04-19,Nicholasberg,1,Mid,Veteran (10y+),2.0
EMP0448,Dana West,23,Female,Operations,Senior,Bachelor,9.0,109668.95,5.0,3,16.0,15,19,0,2021-03-05,South Joshuaport,1,Upper-Mid,Experienced (5-10y),4.0
EMP0449,Hannah Becker,56,Non-binary,Engineering,Mid-level,Unknown,9.0,50090.21,5.0,3,88.0,10,15,0,2016-03-29,Wendyside,0,Lower-Mid,Experienced (5-10y),4.0
EMP0451,Daniel Miller,38,Female,Legal,Manager,Bachelor,15.0,47071.47,4.0,4,67.0,8,13,0,2010-11-18,New Lukeburgh,0,Lower-Mid,Veteran (10y+),4.0
EMP0453,Natasha Adkins,29,Male,Marketing,Mid-level,Unknown,4.0,84414.35,5.0,2,83.0,16,9,0,2018-06-09,South Robertside,0,Mid,Growing (2-5y),3.5
EMP0454,Meghan Scott,50,Female,Engineering,Manager,Master,3.0,95246.45,3.0,2,2.0,11,14,1,2026-02-23,Lake Jamie,1,Mid,Growing (2-5y),2.5
EMP0455,Joshua Davis,47,Unknown,Marketing,Junior,Bachelor,17.0,58765.21,5.0,5,86.0,5,6,0,2016-11-27,South Eric,1,Lower-Mid,Veteran (10y+),5.0
EMP0456,Amanda Bell,31,Male,Operations,Junior,Master,18.0,94302.37,4.0,2,50.0,18,3,1,2015-02-03,Cynthiaview,0,Mid,Veteran (10y+),3.0
EMP0457,Mark Le,47,Male,Marketing,Junior,Master,3.0,102789.47,3.0,5,81.0,10,13,0,2013-06-11,Lawsonville,0,Upper-Mid,Growing (2-5y),4.0
EMP0458,Laura Thompson,55,Male,HR,Mid-level,High School,6.0,123367.65,3.0,5,25.0,8,23,0,2010-03-11,West Joseph,0,Upper-Mid,Experienced (5-10y),4.0
EMP0459,Shane Greene,28,Male,Operations,Manager,Unknown,9.0,76743.67,5.0,3,55.0,20,15,0,2008-12-24,New Phillip,0,Mid,Experienced (5-10y),4.0
EMP0461,Scott White,32,Female,Engineering,Mid-level,Bachelor,18.0,49938.2,2.0,2,63.0,5,2,0,2015-07-19,Christineberg,0,Lower-Mid,Veteran (10y+),2.0
EMP0462,Sean Reynolds,50,Male,HR,Director,High School,3.0,47455.17,4.0,3,7.0,26,16,0,2025-04-21,Josehaven,1,Lower-Mid,Growing (2-5y),3.5
EMP0463,Tanya Baker,57,Male,IT,Mid-level,High School,9.0,106244.52,3.0,4,80.0,24,20,0,2023-11-04,North Nicole,0,Upper-Mid,Experienced (5-10y),3.5
EMP0464,Jeffrey Sexton,46,Non-binary,Marketing,Director,High School,0.0,37122.62,1.0,3,94.0,24,13,0,2024-09-05,Deanton,1,Entry,New (<2y),2.0
EMP0465,Madison Wallace,42,Male,Finance,Manager,Unknown,17.0,105443.71,3.0,5,36.0,23,17,0,2009-02-07,Robertsshire,1,Upper-Mid,Veteran (10y+),4.0
EMP0467,Michael Fowler,31,Female,Legal,Junior,PhD,14.0,57869.85,4.0,3,96.0,15,21,0,2018-06-11,Lindseyshire,1,Lower-Mid,Veteran (10y+),3.5
EMP0468,Jeffrey Quinn MD,58,Unknown,Engineering,Senior,Unknown,16.0,71211.11,3.0,4,26.0,19,18,0,2020-08-20,South Kylemouth,1,Mid,Veteran (10y+),3.5
EMP0469,Helen Clark,30,Female,IT,Junior,Unknown,2.0,57408.64,4.0,4,44.0,15,2,0,2006-12-27,Lake Michael,0,Lower-Mid,New (<2y),4.0
EMP0470,Leah Romero,45,Male,Engineering,Manager,High School,11.0,98299.49,1.0,2,3.0,5,11,0,2015-02-17,Port Adam,0,Mid,Veteran (10y+),1.5
EMP0471,Anthony Morales,56,Non-binary,IT,Mid-level,Master,1.0,120333.6,3.0,3,85.0,4,21,0,2023-09-02,West Nicolemouth,1,Upper-Mid,New (<2y),3.0
EMP0472,Rodney Jimenez,56,Non-binary,Engineering,Manager,Bachelor,0.0,58564.2,3.0,5,89.0,20,4,0,2025-07-28,New Paula,0,Lower-Mid,New (<2y),4.0
EMP0473,Mackenzie Ellis,57,Male,Legal,Junior,Master,16.0,64194.05,3.0,2,95.0,3,9,1,2006-12-20,East Jaime,0,Lower-Mid,Veteran (10y+),2.5
EMP0474,Taylor Davis,39,Non-binary,Finance,Mid-level,Bachelor,15.0,70916.98,2.0,4,87.0,1,8,0,2019-11-01,Lake Catherineberg,0,Mid,Veteran (10y+),3.0
EMP0475,Diane Miller,60,Female,IT,Manager,PhD,4.0,88526.42,2.0,4,109.0,27,0,0,2024-01-31,New Brett,1,Mid,Growing (2-5y),3.0
EMP0476,Peter Owens,53,Female,Marketing,Junior,Unknown,14.0,71162.89,4.0,4,98.0,5,12,0,2011-12-14,East Stanley,1,Mid,Veteran (10y+),4.0
EMP0477,Ana Franklin,45,Female,Legal,Junior,Bachelor,2.0,109681.44,3.0,4,36.0,8,2,0,2011-02-01,New Teresamouth,1,Upper-Mid,New (<2y),3.5
EMP0478,William Baird,44,Female,Finance,Junior,Bachelor,6.0,103665.6,3.0,2,95.0,27,18,0,2018-03-13,Lake Johnburgh,0,Upper-Mid,Experienced (5-10y),2.5
EMP0479,Ian Winters,53,Male,Engineering,Senior,Bachelor,10.0,45363.44,3.0,4,70.0,16,10,0,2008-03-16,Webbhaven,0,Lower-Mid,Experienced (5-10y),3.5
EMP0481,Meagan Mccarthy,33,Male,Marketing,Senior,Unknown,8.0,113008.48,5.0,3,0.0,6,5,0,2014-05-22,Garrisonfurt,1,Upper-Mid,Experienced (5-10y),4.0
EMP0482,Pamela Mccoy,34,Unknown,Legal,Mid-level,Master,13.0,62630.48,3.0,5,54.0,21,23,0,2013-09-13,New Tyler,0,Lower-Mid,Veteran (10y+),4.0
EMP0483,Vanessa Fowler,44,Male,HR,Manager,Bachelor,12.0,67643.38,3.0,3,11.0,18,2,1,2013-10-17,Port Michaelmouth,0,Lower-Mid,Veteran (10y+),3.0
EMP0484,Sarah Johnson,46,Female,HR,Mid-level,High School,1.0,61799.08,2.0,2,10.0,0,18,0,2010-06-24,North Heather,0,Lower-Mid,New (<2y),2.0
EMP0485,Laura Martin,56,Female,Engineering,Mid-level,Bachelor,2.0,62323.11,5.0,3,87.0,28,5,0,2010-07-18,East Hayley,1,Lower-Mid,New (<2y),4.0
EMP0486,Gloria Brown,51,Female,Operations,Junior,Unknown,6.0,33288.71,2.0,5,71.0,19,7,0,2015-01-31,East Georgemouth,1,Entry,Experienced (5-10y),3.5
EMP0488,Christopher Morton,41,Female,HR,Director,Unknown,2.0,76936.84,3.0,5,56.0,24,12,1,2008-01-04,East Erictown,1,Mid,New (<2y),4.0
EMP0491,Susan Clark,34,Female,Marketing,Mid-level,High School,8.0,58931.07,4.0,2,85.0,2,2,1,2012-03-27,Port Scott,1,Lower-Mid,Experienced (5-10y),3.0
EMP0493,Mr. Dan Bridges,57,Non-binary,Marketing,Senior,High School,10.0,47293.56,4.0,3,18.0,29,0,0,2010-04-27,Danielfort,1,Lower-Mid,Experienced (5-10y),3.5
EMP0494,Angela Jones,33,Unknown,Engineering,Mid-level,Master,6.0,33468.92,2.0,4,115.0,1,12,0,2006-11-11,Smithburgh,0,Entry,Experienced (5-10y),3.0
EMP0495,Paul Hill,40,Female,Operations,Mid-level,High School,13.0,54287.11,2.0,3,83.0,9,23,0,2007-01-22,Bishopbury,1,Lower-Mid,Veteran (10y+),2.5
EMP0496,Sara Leonard,33,Female,Finance,Manager,Bachelor,18.0,58430.39,5.0,3,55.0,10,3,0,2023-06-16,Kellyton,1,Lower-Mid,Veteran (10y+),4.0
EMP0498,Jonathan Lee,28,Non-binary,Engineering,Manager,PhD,5.0,71798.96,4.0,3,32.0,23,10,0,2014-12-22,Lucaschester,1,Mid,Growing (2-5y),3.5
EMP0499,Adrian Turner,49,Female,Marketing,Mid-level,Master,9.0,98711.16,3.0,3,9.0,2,18,0,2016-03-10,Shannonport,0,Mid,Experienced (5-10y),3.0
EMP0500,Sonia Martin,35,Female,Engineering,Junior,Master,6.0,42851.13,3.0,3,79.0,6,10,0,2025-09-25,Rodneyton,0,Lower-Mid,Experienced (5-10y),3.0
EMP0501,Matthew Miller,52,Male,IT,Junior,Bachelor,12.0,77189.46,5.0,3,63.0,7,11,0,2007-06-02,South Markland,0,Mid,Veteran (10y+),4.0
EMP0502,James Anderson,40,Unknown,Marketing,Mid-level,Bachelor,13.0,84898.39,3.0,3,63.0,18,10,0,2008-04-26,Stevenport,1,Mid,Veteran (10y+),3.0
EMP0503,Nathan Smith,37,Male,Operations,Junior,High School,3.0,72915.39,5.0,4,61.0,17,5,0,2014-04-08,Michellemouth,1,Mid,Growing (2-5y),4.5
EMP0505,Sherri Robinson,56,Female,Operations,Manager,Unknown,4.0,79933.18,5.0,3,90.0,12,8,1,2016-02-22,Josephmouth,0,Mid,Growing (2-5y),4.0
EMP0506,Michael Martinez,33,Female,Marketing,Senior,High School,0.0,54681.8,1.0,4,91.0,23,24,1,2020-10-29,West Austinshire,1,Lower-Mid,New (<2y),2.5
EMP0507,Zachary Vargas,46,Unknown,Engineering,Manager,Bachelor,3.0,112464.56,3.0,3,42.0,18,9,1,2011-11-17,New Reneeport,1,Upper-Mid,Growing (2-5y),3.0
EMP0508,Devin Williams,42,Non-binary,Finance,Senior,Master,2.0,106193.92,4.0,3,79.0,22,2,0,2012-09-02,North Lauren,1,Upper-Mid,New (<2y),3.5
EMP0510,Chelsea Matthews,44,Female,Marketing,Mid-level,PhD,7.0,100341.89,5.0,4,51.0,16,19,0,2014-04-29,Charlesmouth,0,Upper-Mid,Experienced (5-10y),4.5
EMP0513,Brian Peters,60,Female,Marketing,Mid-level,Master,8.0,91390.04,2.0,1,18.0,21,2,0,2014-08-01,East Austin,1,Mid,Experienced (5-10y),1.5
EMP0515,John Atkins,52,Unknown,Marketing,Director,Bachelor,3.0,69627.24,3.0,3,21.0,27,23,1,2023-03-07,Johnnyshire,0,Lower-Mid,Growing (2-5y),3.0
EMP0516,Mary Taylor,26,Non-binary,Engineering,Director,Unknown,12.0,81919.84,3.0,3,8.0,12,10,0,2009-10-20,East Toddfurt,0,Mid,Veteran (10y+),3.0
EMP0517,David Brooks,56,Non-binary,Engineering,Director,Unknown,16.0,116607.93,3.0,3,8.0,24,7,0,2011-04-05,South Brian,1,Upper-Mid,Veteran (10y+),3.0
EMP0518,Jamie Williamson MD,44,Male,Engineering,Senior,Master,1.0,93118.1,3.0,2,72.0,11,5,1,2012-05-15,East Shannonport,1,Mid,New (<2y),2.5
EMP0519,Matthew Howard,50,Non-binary,Marketing,Junior,Master,4.0,53385.86,2.0,2,26.0,18,19,0,2022-06-25,East Julieview,1,Lower-Mid,Growing (2-5y),2.0
EMP0520,Michael Sanchez,32,Non-binary,Finance,Senior,PhD,11.0,117384.71,4.0,5,0.0,13,10,0,2025-03-22,Antoniotown,1,Upper-Mid,Veteran (10y+),4.5
EMP0521,Tara Casey,39,Female,HR,Mid-level,Bachelor,7.0,76094.49,2.0,3,43.0,6,20,0,2025-09-24,Rhodesport,0,Mid,Experienced (5-10y),2.5
EMP0522,Lauren Sullivan,33,Male,Operations,Director,High School,5.0,68603.97,3.0,3,44.0,12,11,0,2011-04-26,Lake Andreabury,1,Lower-Mid,Growing (2-5y),3.0
EMP0524,Roberto Arroyo,31,Female,Engineering,Director,Bachelor,17.0,34411.12,4.0,1,79.0,23,17,0,2023-06-26,North George,0,Entry,Veteran (10y+),2.5
EMP0525,Melissa Hawkins,38,Male,Marketing,Mid-level,Bachelor,2.0,72255.76,4.0,4,17.0,18,12,0,2009-12-01,Ryanfort,0,Mid,New (<2y),4.0
EMP0526,John Thomas,59,Non-binary,Legal,Manager,PhD,11.0,87437.13,4.0,3,32.0,18,21,0,2008-04-05,West Jonathanbury,0,Mid,Veteran (10y+),3.5
EMP0527,Bradley Marquez,28,Male,Finance,Senior,Master,2.0,65365.42,2.0,3,0.0,3,2,1,2021-09-05,New Shaun,0,Lower-Mid,New (<2y),2.5
EMP0528,Aimee Warner DDS,34,Male,Marketing,Junior,Master,0.0,85511.31,3.0,2,75.0,18,14,1,2026-03-02,Birdfurt,1,Mid,New (<2y),2.5
EMP0529,Heather Martin,61,Non-binary,IT,Mid-level,Bachelor,1.0,53390.22,2.0,4,5.0,8,21,0,2021-05-25,Hortonport,0,Lower-Mid,New (<2y),3.0
EMP0530,Andrea Blevins,30,Female,HR,Manager,Master,11.0,71476.8,3.0,2,40.0,15,20,0,2016-01-07,Timothyburgh,0,Mid,Veteran (10y+),2.5
EMP0531,Dawn Gilbert,48,Male,Marketing,Manager,PhD,1.0,82913.51,3.0,2,54.0,26,13,1,2009-07-10,Robertoburgh,0,Mid,New (<2y),2.5
EMP0532,Mary Smith,23,Non-binary,Engineering,Junior,PhD,5.0,79741.52,1.0,3,4.0,3,17,1,2017-02-22,Baileychester,1,Mid,Growing (2-5y),2.0
EMP0533,Bryan Harrison,26,Male,Legal,Mid-level,PhD,16.0,34863.37,3.0,3,58.0,5,13,1,2015-07-04,Spencerview,0,Entry,Veteran (10y+),3.0
EMP0534,Leslie Johnson,50,Male,Marketing,Manager,Master,2.0,64024.85,5.0,2,79.0,7,4,1,2007-11-26,Josechester,1,Lower-Mid,New (<2y),3.5
EMP0535,David Ortega,58,Male,Engineering,Director,Master,1.0,116936.57,5.0,4,17.0,26,20,0,2015-07-08,Lake Christopher,0,Upper-Mid,New (<2y),4.5
EMP0536,Courtney Manning,59,Unknown,Engineering,Junior,PhD,19.0,62688.85,3.0,4,48.0,28,13,0,2006-09-10,Shaunville,0,Lower-Mid,Veteran (10y+),3.5
EMP0537,Alexis Hernandez,40,Non-binary,Engineering,Director,Unknown,7.0,75395.19,1.0,4,81.0,23,24,0,2006-06-13,East Richard,0,Mid,Experienced (5-10y),2.5
EMP0538,Megan Sanchez,29,Female,Engineering,Junior,High School,11.0,72831.11,2.0,3,64.0,15,7,0,2023-03-07,East Melissa,0,Mid,Veteran (10y+),2.5
EMP0539,Shawn Jackson,22,Non-binary,Engineering,Senior,Bachelor,3.0,114205.99,3.0,1,82.0,4,22,0,2018-08-25,Port Michael,0,Upper-Mid,Growing (2-5y),2.0
EMP0540,Theodore Brooks,43,Unknown,Engineering,Senior,Unknown,4.0,107259.2,5.0,3,53.0,20,14,0,2007-08-13,Lake James,0,Upper-Mid,Growing (2-5y),4.0
EMP0541,Elizabeth Roberts,38,Male,IT,Mid-level,High School,12.0,95188.27,2.0,5,60.0,21,14,0,2021-08-19,Farmermouth,1,Mid,Veteran (10y+),3.5
EMP0543,Jordan Green,46,Male,Engineering,Director,Bachelor,15.0,83979.58,2.0,4,2.0,22,19,0,2024-03-13,Michelletown,0,Mid,Veteran (10y+),3.0
EMP0544,Timothy Stephens,25,Unknown,IT,Manager,Unknown,9.0,89198.54,5.0,1,24.0,12,5,0,2020-07-13,Kirstenbury,0,Mid,Experienced (5-10y),3.0
EMP0545,Sherri Escobar DDS,57,Male,Legal,Senior,Bachelor,15.0,57534.88,3.0,3,68.0,28,18,0,2023-10-17,South Heather,1,Lower-Mid,Veteran (10y+),3.0
EMP0546,Sherri Sanchez,27,Female,Operations,Director,Master,11.0,53237.07,4.0,1,54.0,25,24,0,2015-05-09,Curtisstad,1,Lower-Mid,Veteran (10y+),2.5
EMP0547,Jennifer Sandoval,52,Non-binary,Engineering,Mid-level,High School,16.0,117625.35,3.0,4,39.0,13,7,0,2011-11-30,Floresborough,0,Upper-Mid,Veteran (10y+),3.5
EMP0548,Paul Webster,40,Male,Legal,Manager,High School,15.0,67479.92,4.0,5,82.0,6,5,1,2024-05-06,Port Barbaraland,1,Lower-Mid,Veteran (10y+),4.5
EMP0549,Roberto Travis,60,Female,Marketing,Junior,High School,11.0,115374.42,3.0,5,81.0,28,19,0,2009-05-09,Johnsonview,1,Upper-Mid,Veteran (10y+),4.0
EMP0550,Daniel Fuentes,48,Unknown,Legal,Junior,Unknown,7.0,99927.34,2.0,3,49.0,19,22,0,2006-08-19,Thomaschester,1,Mid,Experienced (5-10y),2.5
EMP0551,Jonathan Thompson,31,Male,Finance,Director,High School,19.0,85196.92,5.0,3,116.0,5,14,0,2019-06-24,South Shawnburgh,0,Mid,Veteran (10y+),4.0
EMP0552,Patricia Copeland,47,Male,Marketing,Junior,Unknown,2.0,86313.29,5.0,5,94.0,6,2,0,2009-07-21,South Craigmouth,0,Mid,New (<2y),5.0
