employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work
EMP0763,Samantha Keller,49.0,,Legal,Director,High School,3.0,51264.3918318559,1.0,3,111.0,14,3,0,2018-08-15,Danielfort,1
EMP0764,Bryan Farrell,44.0,Non-binary,MARKETING,Junior,PhD,10.0,110868.3744916086,4.0,4,94.0,4,23,0,2019-04-15,New Coreymouth,0
EMP0765,Frank Rogers,35.0,Female,Engineering,Mid-level,Bachelor,19.0,63498.093646662535,4.0,1,36.0,12,22,0,2020-03-18,South Johnview,0
EMP0766,Raymond Washington,45.0,,Engineering,Senior,Master,14.0,73340.3095602507,3.0,1,22.0,18,15,0,2023-09-26,South Carriefort,1
EMP0767,Michael Martinez,23.0,Non-binary,Marketing,Mid-level,PhD,18.0,66684.06704122602,2.0,5,26.0,11,18,1,2017-10-29,North Juliehaven,1
EMP0768,Megan Watson,47.0,Non-binary,Engineering,Junior,Master,6.0,87288.55302193273,5.0,1,69.0,29,9,1,2016-03-09,New Mia,0
EMP0769,James Thomas,35.0,,MARKETING,Mid-level,High School,18.0,61549.068921564445,3.0,4,89.0,22,2,0,2015-04-03,Leebury,1
EMP0770,Heather Flowers,28.0,Non-binary,Operations,Senior,Bachelor,18.0,76672.89310593421,4.0,5,65.0,20,2,0,2013-04-24,Craneside,0
EMP0771,Savannah Hernandez,24.0,,Finance,Manager,PhD,10.0,44116.40457134988,3.0,3,108.0,4,16,0,2023-08-11,North Jeffrey,1
EMP0772,Curtis Avery MD,44.0,Non-binary,MARKETING,Director,,4.0,,3.0,3,60.0,5,9,0,2013-02-28,New Nicholastown,1
EMP0773,Frank Mooney,39.0,Male,IT,Junior,Master,4.0,91768.52364875509,3.0,4,76.0,6,16,0,2024-01-09,South Sarah,0
EMP0774,Jessica Valdez,59.0,,MARKETING,Senior,Master,7.0,67693.50595245576,2.0,5,50.0,25,21,0,2021-10-25,Davishaven,1
EMP0775,Alexis Short,56.0,Male,Engineering,Senior,,9.0,63271.27424935474,2.0,5,49.0,9,16,0,2016-08-15,Scottburgh,0
EMP0776,Nichole Wheeler,36.0,F,,Mid-level,PhD,5.0,91115.70615794242,4.0,4,18.0,15,20,0,2020-02-26,Perezmouth,0
EMP0777,Heidi Rodriguez,46.0,M,eng,Junior,,14.0,57317.66548410096,3.0,2,0.0,7,3,0,2014-08-11,Fisherville,0
EMP0778,Aaron Jackson,58.0,Male,Operations,Manager,Master,15.0,78134.13289412923,2.0,4,39.0,8,20,0,2020-01-01,Wisetown,0
EMP0779,Jack Martinez,49.0,Non-binary,Operations,Manager,,16.0,104034.96968578515,3.0,3,31.0,26,22,1,2013-12-23,Port Jeremy,0
EMP0780,Jonathan Nguyen,31.0,Female,,Director,Master,7.0,54718.57202157019,4.0,3,21.0,3,5,0,2015-11-15,North Christine,1
EMP0781,Eric Tapia,60.0,F,Finance,Director,PhD,7.0,84215.02072800507,2.0,1,111.0,20,11,0,2019-07-06,East Henryland,1
EMP0782,Charles Lane DDS,38.0,Male,IT,Mid-level,Bachelor,8.0,82893.13167338731,4.0,2,92.0,20,24,0,2019-03-01,Davilaland,0
EMP0783,Amy Smith,60.0,F,Operations,Junior,PhD,1.0,72566.57953343293,2.0,4,65.0,7,21,0,2018-08-01,Mckeeberg,1
EMP0784,Glenn Escobar,43.0,Male,,Manager,,14.0,62405.26039740158,1.0,3,39.0,24,24,0,2010-05-23,Joshuachester,1
EMP0785,Patricia Donovan,47.0,Male,Marketing,Junior,,17.0,105369.92642235963,2.0,3,37.0,6,19,1,2019-07-18,New Ericside,1
EMP0786,Mary Jones,46.0,Female,Engineering,Mid-level,PhD,2.0,60060.78410582585,4.0,3,47.0,14,16,0,2017-04-23,North Heathermouth,1
EMP0787,Paul Chung,38.0,Female,HR,Junior,Bachelor,16.0,29699.027471759495,2.0,5,54.0,20,16,1,2020-11-06,West Gloria,0
EMP0788,Jonathan Wright,34.0,Male,,Junior,Master,3.0,91013.33979077585,1.0,4,74.0,2,9,0,2011-08-02,West Michael,0
EMP0789,Richard Smith,41.0,M,IT,Junior,,3.0,44967.41625580415,3.0,3,80.0,16,6,0,2014-07-15,Lake Roberto,1
EMP0790,April Aguirre,46.0,Female,,Mid-level,,13.0,92297.02862137718,4.0,2,54.0,10,15,1,2024-08-19,Hinesmouth,0
EMP0791,Julie Castaneda,25.0,Female,,Mid-level,PhD,8.0,108372.5811960861,3.0,2,50.0,8,12,1,2011-12-26,Jamesmouth,0
EMP0792,Donald Galvan,31.0,Female,Finance,Mid-level,Master,8.0,90743.74695996685,3.0,5,106.0,4,2,1,2019-03-18,West Mark,0
EMP0793,Alexander Flores,24.0,,Legal,Manager,Master,17.0,101785.28254718728,1.0,4,59.0,24,1,0,2018-08-24,Josephmouth,0
EMP0794,Adam Le,39.0,F,MARKETING,Senior,,9.0,,3.0,3,7.0,9,15,1,2023-11-21,East Andrea,0
EMP0795,Eric Mendoza,57.0,Male,HR,Junior,Master,3.0,99169.01156522367,4.0,4,85.0,14,5,0,2023-01-21,South John,0
EMP0796,Douglas Coffey,43.0,M,Legal,Director,PhD,11.0,83264.3348156359,4.0,3,67.0,27,5,1,2006-09-16,West Christine,0
EMP0797,Allison Dalton,55.0,Female,Legal,Director,Bachelor,7.0,115848.7045880912,3.0,4,74.0,28,12,0,2015-01-20,Leonardport,1
EMP0798,Trevor Martinez,29.0,,Legal,Senior,High School,1.0,118869.38862116462,3.0,3,71.0,13,6,0,2010-06-04,Macdonaldchester,1
EMP0799,Robert Campbell,61.0,F,IT,Junior,Bachelor,12.0,119219.2945814855,2.0,2,8.0,3,4,1,2006-07-25,West Meganbury,0
EMP0800,Ebony Hernandez,40.0,Non-binary,HR,Junior,PhD,15.0,62696.412120099936,3.0,2,89.0,20,23,0,2019-12-06,New Sherryland,0
EMP0801,Bryan Rose,58.0,Non-binary,Legal,Junior,Bachelor,1.0,41149.5410375399,2.0,3,1.0,19,6,0,2008-06-07,Rileyhaven,0
EMP0802,Phillip Bowman,27.0,Female,eng,Mid-level,High School,10.0,61170.19541412783,4.0,5,79.0,1,1,0,2014-12-05,Garciamouth,0
EMP0803,Lawrence Henry,47.0,M,eng,Manager,Bachelor,9.0,,5.0,3,94.0,11,16,0,2019-12-27,East Susan,0
EMP0804,Brandi Brown,55.0,M,Marketing,Mid-level,,14.0,78978.97363330264,,5,69.0,0,12,0,2009-12-17,Taylorville,0
EMP0805,David Fowler,27.0,F,Legal,Junior,PhD,16.0,69837.97537057882,5.0,4,116.0,23,24,0,2017-12-12,Port Thomastown,1
EMP0806,Samantha Cole,58.0,F,Finance,Senior,Master,7.0,89012.03497012338,4.0,2,84.0,19,20,1,2021-08-18,Cardenasshire,0
EMP0807,Tanya Howard,54.0,Male,,Junior,,17.0,38229.87295816832,4.0,1,89.0,4,20,0,2017-02-20,New Hunterborough,0
EMP0808,Briana Martinez,43.0,Female,Marketing,Junior,,8.0,78529.23246728853,3.0,2,58.0,5,15,0,2011-09-28,West Erictown,0
EMP0809,Connor Castillo,42.0,Non-binary,Operations,Manager,High School,7.0,102961.44112119693,4.0,4,18.0,29,19,0,2015-10-28,East Christopherville,1
EMP0810,Janet Roberts,27.0,Male,,Junior,Bachelor,13.0,88732.89111395572,3.0,2,27.0,23,1,0,2011-10-19,Lake Kylestad,1
EMP0811,Lauren King,27.0,M,Finance,Mid-level,PhD,17.0,92295.24554584321,3.0,3,71.0,10,4,0,2007-02-20,Port Ericshire,1
EMP0812,Lauren Johnson,25.0,Male,HR,Director,High School,19.0,114934.31974881288,4.0,3,13.0,7,17,0,2024-06-14,Nelsonhaven,1
EMP0813,William Moreno,,Non-binary,Marketing,Manager,High School,19.0,73346.41787815833,3.0,4,23.0,6,6,0,2020-06-11,Lake Amy,0
EMP0814,Lynn Davis,32.0,M,Engineering,Manager,Bachelor,11.0,58672.70846624159,3.0,2,111.0,3,10,1,2010-07-21,Port Jameston,0
EMP0815,Samuel Davis,51.0,F,Operations,Manager,PhD,18.0,104737.87606662605,5.0,3,43.0,5,24,0,2025-11-12,Khanshire,1
EMP0816,Kenneth York,52.0,,IT,Junior,,13.0,104278.01577584818,2.0,3,100.0,15,24,0,2019-02-03,Matthewview,0
EMP0817,Andrea Lewis,45.0,,MARKETING,Manager,PhD,16.0,88957.29186889491,,3,55.0,19,10,0,2008-11-19,North Pedro,1
EMP0818,Kimberly Cole,30.0,F,IT,Manager,High School,2.0,70990.72498543879,5.0,4,89.0,14,21,0,2015-07-07,North Michaelborough,1
EMP0819,Tammy Ryan,24.0,Female,Finance,Mid-level,High School,6.0,75034.49127519963,4.0,2,94.0,13,16,0,2009-09-01,Hallburgh,1
EMP0820,Sandra House,0.0,Male,HR,Senior,Master,16.0,43080.67619672284,3.0,4,119.0,22,15,1,2009-02-22,Jacquelineland,0
EMP0821,Briana Martinez,61.0,M,Legal,Mid-level,Bachelor,11.0,102823.66325518007,3.0,4,50.0,11,12,0,2017-01-12,Anthonystad,1
EMP0822,Larry Porter,58.0,F,MARKETING,Mid-level,Master,8.0,101941.28273822859,3.0,3,31.0,28,21,0,2019-09-26,North Michaelfort,0
EMP0823,John Powell,57.0,F,Legal,Senior,High School,14.0,42207.931238330406,5.0,4,49.0,11,4,0,2022-10-12,Mooreport,0
EMP0824,Stephen Gordon,45.0,Female,Finance,Senior,,17.0,96690.8020976534,4.0,3,40.0,15,19,0,2024-05-13,East Gary,0
EMP0825,Ryan Prince,52.0,Male,HR,Manager,High School,12.0,85102.5413752252,3.0,2,65.0,14,15,1,2014-12-27,North Andrewmouth,1
EMP0826,Jeremy Ramirez,27.0,F,,Mid-level,PhD,7.0,49450.64724023009,2.0,4,24.0,28,21,0,2017-07-16,Colleenfort,0
EMP0827,Mindy Burns,23.0,Non-binary,eng,Junior,PhD,13.0,44849.994973188266,1.0,3,115.0,12,21,0,2015-11-09,Port Ronald,0
EMP0828,Madison Hernandez,41.0,F,,Director,,7.0,84337.33173504306,5.0,4,107.0,10,15,0,2007-12-02,Shannonchester,0
EMP0829,Alexander Carroll,49.0,M,,Director,,13.0,65057.39715232705,3.0,3,60.0,29,15,0,2019-10-10,North Melanie,1
EMP0830,Christina Edwards,32.0,Male,Operations,Director,Master,6.0,120498.72126374175,4.0,5,65.0,16,13,0,2010-05-10,North Amberside,1
EMP0831,Justin Sullivan,25.0,M,,Mid-level,,11.0,98814.95986622266,,4,41.0,20,5,0,2026-03-11,West Nicholas,1
EMP0832,Jennifer Mahoney,36.0,Male,Engineering,Senior,High School,10.0,86842.32841830568,4.0,2,64.0,14,1,0,2014-01-15,Christinetown,0
EMP0833,Julia Suarez,27.0,Non-binary,Marketing,Manager,Bachelor,10.0,88076.97510005986,5.0,3,35.0,13,13,0,2025-07-07,Davidport,0
EMP0834,Crystal Flores,51.0,M,IT,Manager,PhD,12.0,108271.67950917919,4.0,4,75.0,9,15,0,2019-12-25,West Jacquelineland,1
EMP0835,Nicholas Dawson,59.0,,eng,Director,PhD,17.0,,2.0,4,8.0,11,22,0,2025-09-13,Campbellmouth,0
EMP0836,Laura Johnson,23.0,F,,Manager,High School,1.0,87494.16096240057,4.0,3,35.0,15,19,1,2007-07-22,Walshstad,1
EMP0837,Mark James,36.0,Non-binary,Finance,Junior,Bachelor,14.0,-2781.232988610902,4.0,5,104.0,14,12,0,2010-11-22,New Robert,1
EMP0838,David Ruiz,32.0,Male,Finance,Junior,,19.0,151548.67413515545,3.0,3,91.0,9,14,1,2012-08-14,Marshallhaven,0
EMP0839,Jesse Brown,29.0,M,MARKETING,Senior,Master,17.0,47420.43106729417,5.0,3,37.0,3,11,0,2016-05-01,North Jeremychester,0
EMP0840,Ronald Mcdonald,47.0,F,Legal,Manager,Bachelor,14.0,67186.43157249589,4.0,5,32.0,26,8,1,2017-08-24,North Allison,1
EMP0841,Martin Flores,26.0,Non-binary,Engineering,Mid-level,High School,18.0,33631.79308975006,5.0,5,41.0,22,17,0,2022-06-24,South Kellymouth,0
EMP0842,Dustin Burns,27.0,Male,Engineering,Manager,,11.0,88469.95396923156,4.0,4,60.0,28,20,0,2013-01-08,Frankmouth,0
EMP0843,Garrett Cox,47.0,,Operations,Mid-level,,12.0,78777.76093212019,2.0,5,45.0,8,13,0,2008-10-01,Thomasmouth,1
EMP0844,Melissa Hardy,25.0,,,Director,,10.0,94131.910959119,3.0,2,85.0,20,19,0,2008-06-27,Josephshire,0
EMP0845,Daniel Randall,40.0,Male,MARKETING,Mid-level,Bachelor,4.0,31523.359222389154,3.0,5,88.0,19,24,0,2025-10-24,Juanbury,1
EMP0846,Kelli Rhodes,41.0,,,Director,,0.0,102822.64168452329,5.0,3,60.0,8,3,0,2010-10-16,Angelafurt,0
EMP0847,Whitney Skinner,54.0,Non-binary,Operations,Junior,Bachelor,2.0,54814.114963259635,4.0,2,17.0,20,7,1,2019-07-25,Lisamouth,1
EMP0848,Jared Mitchell,41.0,F,eng,Manager,High School,18.0,71274.87001590336,4.0,2,69.0,24,7,0,2020-10-01,New Randyborough,0
EMP0849,Eric Freeman,33.0,,Engineering,Senior,Master,6.0,98289.2817170266,3.0,3,81.0,23,21,0,2008-08-22,Anthonyside,0
EMP0850,Tracy Taylor,22.0,F,Marketing,Manager,Bachelor,11.0,81531.66710329748,2.0,2,115.0,19,21,0,2015-12-10,Simmonston,1
EMP0851,Ashley Berry,47.0,Female,IT,Director,High School,14.0,83298.5639166716,4.0,3,,10,15,0,2018-09-02,South Joshua,1
EMP0852,Eileen Elliott,35.0,,HR,Manager,Bachelor,4.0,94979.47049763499,3.0,2,14.0,10,23,0,2019-12-07,New Michellefort,0
EMP0853,Matthew Lynch,59.0,Female,Operations,Senior,High School,14.0,85719.76599846811,3.0,3,47.0,6,9,0,2018-05-29,South David,0
EMP0854,Ryan Preston,58.0,F,Legal,Director,Master,7.0,66472.30243628207,4.0,4,71.0,20,24,0,2013-02-06,South Crystal,1
EMP0855,Jennifer Perry,32.0,M,IT,Director,PhD,9.0,70838.27179411928,1.0,3,12.0,9,20,0,2016-09-26,Montgomeryberg,0
EMP0856,Kristina Simpson,57.0,F,Legal,Senior,Master,15.0,80296.96696629557,3.0,3,118.0,3,16,1,2022-04-02,New Theresaville,1
EMP0857,Tricia Charles,34.0,Non-binary,Engineering,Manager,PhD,7.0,52611.09766134163,3.0,4,42.0,4,0,0,2010-07-08,Kristenstad,1
EMP0858,Gina Ramos,24.0,M,IT,Senior,PhD,0.0,99900.21648471674,2.0,5,59.0,4,17,1,2017-08-25,East Mariofurt,1
EMP0859,David Turner,54.0,M,Engineering,Mid-level,,11.0,82216.3482701871,5.0,4,56.0,10,9,0,2015-08-29,Stephensmouth,0
EMP0860,Dr. Steven Nguyen,27.0,,MARKETING,Junior,Bachelor,4.0,76869.40669804922,3.0,3,70.0,8,20,0,2023-01-02,New Dawnchester,0
EMP0861,Bethany Flores,31.0,,eng,Senior,,2.0,104812.41397578677,2.0,4,16.0,27,3,0,2009-11-15,New Geraldshire,1
EMP0862,Laura Murphy,26.0,,Finance,Director,High School,0.0,71997.15891971576,3.0,2,49.0,15,0,0,2014-05-08,Andrewside,0
EMP0863,Lisa White,44.0,F,Legal,Mid-level,High School,3.0,70439.47507118958,4.0,2,31.0,8,3,0,2006-12-09,Mitchellmouth,0
EMP0864,Dustin Phillips,31.0,M,eng,Junior,High School,7.0,62884.28089990089,3.0,3,21.0,21,3,0,2009-02-05,Port Amychester,0
EMP0865,Amanda Riley,23.0,Non-binary,Operations,Senior,,2.0,83576.67522314838,,4,54.0,29,3,0,2012-03-03,Port Shelby,0
EMP0866,Jennifer Harding,34.0,Non-binary,Marketing,Junior,Master,,82711.25270828787,1.0,2,114.0,3,16,0,2017-06-24,Seanmouth,0
EMP0867,Sara Walker,61.0,Female,IT,Manager,,1.0,58342.89498725233,1.0,1,56.0,1,8,1,2017-05-25,Michellefort,0
EMP0868,James Miller,23.0,Male,eng,Director,,10.0,70557.650572165,3.0,2,12.0,13,18,0,2006-10-02,North Christopherton,1
EMP0869,Amanda Sanders,41.0,Non-binary,,Senior,Master,9.0,58509.943287019174,4.0,5,46.0,2,12,0,2009-07-12,North Emily,0
EMP0870,Lisa Caldwell,22.0,,eng,Director,Master,13.0,57378.28865461274,5.0,4,86.0,17,3,0,2012-03-18,Brownmouth,0
EMP0871,Heather Moore DVM,58.0,Female,Operations,Mid-level,Master,6.0,31752.554206828827,2.0,2,61.0,20,4,0,2014-03-06,New Jeremyville,0
EMP0872,Shane Patterson,,,MARKETING,Mid-level,Bachelor,1.0,69227.24365796111,3.0,3,53.0,5,12,0,2018-05-10,Coxbury,1
EMP0873,Suzanne Wilson,38.0,M,MARKETING,Junior,,8.0,32444.668347999715,5.0,3,28.0,10,22,0,2021-04-25,North Matthew,0
EMP0874,Angelica Wallace,30.0,M,Marketing,Mid-level,Bachelor,15.0,63429.607841512225,3.0,4,21.0,20,15,0,2008-10-31,South Heatherburgh,1
EMP0875,Amber Miller,32.0,F,HR,Mid-level,PhD,12.0,59682.633853059786,4.0,2,64.0,17,21,1,2016-06-18,East Sarahberg,1
EMP0876,Joe Mueller,36.0,,Marketing,Senior,PhD,8.0,101297.3764316401,2.0,5,28.0,11,4,0,2010-04-23,North Paulton,0
EMP0877,John Robinson,0.0,Non-binary,IT,Director,,19.0,,5.0,3,47.0,4,7,0,2024-09-28,South James,0
EMP0878,Linda Bray,59.0,Male,Legal,Junior,High School,3.0,55970.34037963811,4.0,4,4.0,8,15,0,2023-05-24,Carlosshire,0
EMP0879,Jamie Turner,56.0,,Legal,Mid-level,Master,9.0,65461.89652021069,5.0,1,34.0,19,0,0,2024-06-15,Phillipstad,1
EMP0880,Lisa Sanchez,51.0,Non-binary,eng,Director,Bachelor,11.0,60496.408712430595,4.0,3,118.0,27,22,0,2016-10-05,South Paulstad,1
EMP0881,Michelle Houston,52.0,Female,Legal,Manager,PhD,16.0,109231.3699355469,3.0,3,73.0,25,5,0,2018-10-30,Timothystad,1
EMP0882,Amanda Wells,26.0,,HR,Senior,,13.0,46535.81567375951,5.0,3,82.0,17,10,0,2025-02-23,Port Morgan,0
EMP0883,Jordan Garcia,35.0,Female,Finance,Mid-level,High School,13.0,65514.88752535395,3.0,1,100.0,18,15,0,2015-07-16,Crystalfort,1
EMP0884,Philip Zimmerman,32.0,Non-binary,MARKETING,Mid-level,,1.0,83301.63122911016,3.0,4,70.0,2,4,0,2019-02-13,North Mary,0
EMP0885,David Heath,30.0,Non-binary,eng,Mid-level,High School,19.0,97029.58357605016,4.0,2,45.0,8,15,0,2011-11-18,Caldwellshire,0
EMP0886,Jimmy Sharp,55.0,Non-binary,IT,Director,,10.0,65493.96110174492,4.0,4,34.0,3,6,0,2014-12-15,Ronaldside,1
EMP0887,Adrian Church,33.0,Non-binary,eng,Senior,Master,15.0,27047.50998740519,5.0,4,44.0,16,18,0,2015-11-23,East Elizabeth,1
EMP0888,Melissa Gordon,56.0,M,Engineering,Senior,Master,18.0,71247.39446036238,3.0,4,12.0,16,0,0,2014-10-20,Olsonfurt,0
EMP0889,Mallory Haynes,56.0,F,Engineering,Director,High School,5.0,108800.71190451787,4.0,4,9.0,22,8,0,2015-11-11,Port James,0
EMP0890,Melissa Fox,22.0,Non-binary,Engineering,Junior,,18.0,82054.68518576067,4.0,4,65.0,22,17,1,2021-11-28,Matthewmouth,0
EMP0891,Samantha Ruiz,61.0,M,HR,Senior,Master,4.0,80910.44655899832,2.0,3,69.0,1,12,1,2019-03-17,Lesterchester,0
EMP0892,Andrew Clark,43.0,Male,Legal,Director,,3.0,48424.550210575086,3.0,4,71.0,8,14,0,2014-06-05,Kathyhaven,0
EMP0893,Melissa Frederick,50.0,M,,Director,,14.0,45858.21024278338,3.0,3,99.0,8,2,0,2010-07-15,Josephland,1
EMP0894,Heather Gonzales,29.0,Female,eng,Mid-level,Master,3.0,75451.04121585249,3.0,4,24.0,4,23,0,2009-02-02,Tuckertown,1
EMP0895,Frank Bowers,32.0,Male,,Director,PhD,19.0,39340.5269429648,5.0,4,43.0,14,9,0,2012-06-15,East Juanmouth,1
EMP0896,Robert Stone,58.0,Female,HR,Mid-level,PhD,9.0,94534.05555906276,4.0,3,59.0,14,8,0,2012-02-20,East Richard,1
EMP0897,Kathleen Hughes,,F,MARKETING,Manager,,2.0,53833.843778340946,4.0,3,46.0,2,12,0,2024-08-14,Port Paula,0
EMP0898,Lindsey Martinez,51.0,,eng,Director,PhD,4.0,74383.56798171265,5.0,3,39.0,18,15,0,2007-08-12,Brianstad,1
EMP0899,Dana Torres,,,HR,Senior,Bachelor,5.0,27855.82703114395,3.0,4,6.0,27,2,0,2024-11-19,Lake Melody,1
EMP0900,Janet Campbell,42.0,M,Legal,Mid-level,Master,7.0,65154.95328891234,4.0,5,45.0,2,21,0,2006-09-30,Shelbystad,0
EMP0901,Mr. Joseph Hernandez,58.0,Female,MARKETING,Manager,PhD,6.0,45353.486321744924,3.0,3,22.0,5,22,0,2016-12-14,Westfurt,1
EMP0902,Andrea Morris,26.0,F,Legal,Junior,PhD,9.0,16951.089566454735,5.0,4,82.0,3,14,0,2019-01-20,Robinsonstad,0
EMP0903,Claire Simmons,,,HR,Junior,,5.0,88546.05223340793,2.0,5,45.0,23,16,0,2010-05-10,Ortizland,1
EMP0904,David Castro,35.0,F,IT,Junior,High School,13.0,116028.98847728933,5.0,2,85.0,12,13,0,2011-02-02,Bensontown,1
EMP0905,Alicia Davis,47.0,F,MARKETING,Mid-level,PhD,3.0,103236.83973359865,3.0,2,12.0,26,6,0,2025-02-18,Brownborough,0
EMP0906,Lisa Guzman,25.0,,Operations,Director,High School,12.0,92042.26724759513,3.0,4,20.0,12,19,0,2024-03-13,North Stephanie,1
EMP0907,Emily Floyd,46.0,,MARKETING,Mid-level,Master,19.0,64646.970801361356,4.0,4,0.0,26,15,0,2008-08-17,Warnerton,0
EMP0908,Jennifer Mclaughlin,46.0,Male,Legal,Junior,High School,16.0,95147.25571369566,3.0,5,18.0,10,20,0,2008-02-04,Robertview,1
EMP0909,Timothy Lee,39.0,Male,eng,Director,PhD,6.0,105596.3299643432,4.0,3,59.0,4,7,0,2021-05-10,South Aliciaborough,0
EMP0910,Johnathan Lawson,61.0,Non-binary,eng,Manager,Bachelor,3.0,78420.54574178233,3.0,2,32.0,0,3,0,2019-12-10,West Robertland,0
EMP0911,Scott Ramos,29.0,Female,eng,Junior,Bachelor,13.0,45390.99569219943,4.0,3,3.0,8,19,0,2023-03-30,West Megan,0
EMP0912,Julia Johnson,60.0,,,Senior,Master,2.0,684786.9593198098,3.0,2,105.0,16,23,0,2023-05-11,Port Brenda,1
EMP0913,Victor Douglas,61.0,F,MARKETING,Director,PhD,4.0,117567.4122086984,2.0,3,2.0,21,14,0,2019-04-08,Lake Brianbury,0
EMP0914,Rebecca Chambers,35.0,Female,Operations,Mid-level,Master,15.0,73131.39579624584,3.0,4,90.0,0,4,0,2015-10-16,Shirleymouth,1
EMP0915,Jeffrey Conner,53.0,Non-binary,,Mid-level,,19.0,-8118.89299777741,3.0,1,51.0,2,12,0,2013-06-17,New Kennethville,0
EMP0916,Craig Wilson,59.0,F,Engineering,Senior,,3.0,38276.913408245164,2.0,4,104.0,14,5,0,2009-06-17,Cynthiatown,1
EMP0917,Brandy Fuller,54.0,M,Legal,Mid-level,High School,1.0,64388.782421437965,3.0,3,98.0,25,4,0,2017-05-28,Port Marybury,1
EMP0918,Carol Sandoval,44.0,Non-binary,Legal,Senior,Master,17.0,100895.63096043922,3.0,4,27.0,20,16,0,2014-03-01,Chaseshire,0
EMP0919,Benjamin Brown,36.0,,Marketing,Junior,Bachelor,18.0,68171.94118982721,2.0,2,69.0,25,6,0,2007-09-27,Smithside,0
EMP0920,Roger Brooks,54.0,M,IT,Junior,Master,18.0,101360.7913743315,4.0,3,69.0,22,5,0,2007-09-15,Flynnton,1
EMP0921,Monica Hunt,46.0,M,MARKETING,Mid-level,High School,16.0,61845.941161312774,5.0,2,54.0,29,1,0,2024-05-04,Jasonville,1
EMP0922,Barbara Winters,38.0,Non-binary,Operations,Director,PhD,13.0,25892.68694410967,2.0,5,56.0,9,10,0,2022-10-03,West Matthewberg,1
EMP0923,Richard Wilson,54.0,,Engineering,Mid-level,Master,18.0,62710.971035047885,4.0,4,107.0,7,6,0,2007-12-31,Hillborough,0
EMP0924,James Christian,23.0,F,MARKETING,Junior,High School,12.0,83623.62503865713,4.0,3,86.0,11,21,1,2008-05-22,Marieshire,0
EMP0925,Melissa Bennett MD,35.0,M,,Director,,11.0,81548.75873353283,3.0,2,96.0,24,20,0,2014-01-28,Port Brianhaven,1
EMP0926,Nicholas Harris,61.0,Non-binary,Operations,Senior,Bachelor,5.0,43622.306268584114,4.0,5,15.0,21,7,1,2023-02-14,Carpenterhaven,0
EMP0927,Katelyn Alexander,61.0,Non-binary,MARKETING,Junior,PhD,3.0,66220.09495490587,3.0,3,23.0,14,4,0,2019-11-26,Crawfordfort,0
EMP0928,Gregory Weaver,60.0,F,MARKETING,Senior,Master,18.0,142116.85595160184,3.0,2,68.0,26,17,0,2017-12-09,Brightview,0
EMP0929,Alexis Johnson,27.0,,Finance,Manager,Master,15.0,,1.0,4,40.0,8,21,0,2014-05-11,Gallegoschester,1
EMP0930,Edward Gonzalez,27.0,Non-binary,Engineering,Director,Bachelor,12.0,91518.08486159373,4.0,5,105.0,23,15,0,2022-06-19,Paigeport,1
EMP0931,Alicia Smith,24.0,Non-binary,MARKETING,Junior,,,22583.10753575511,4.0,1,76.0,24,13,0,2019-08-06,East Brianfurt,0
EMP0932,Samuel Parks,28.0,Non-binary,,Senior,Master,16.0,96594.79561424155,1.0,2,46.0,9,11,0,2026-01-22,Jacquelinechester,0
EMP0933,Kathleen Allen,29.0,Female,HR,Senior,Bachelor,0.0,52691.865245288835,3.0,5,75.0,19,16,0,2013-08-08,Anthonymouth,0
EMP0934,Shawn White,36.0,Male,eng,Senior,Bachelor,17.0,85052.20645507351,5.0,2,68.0,8,4,0,2014-02-19,Gillmouth,0
EMP0935,Adrian Byrd,50.0,F,MARKETING,Mid-level,PhD,19.0,42711.859955794964,,2,100.0,14,13,0,2024-10-19,Shannonstad,0
EMP0936,Christina Butler,54.0,Female,IT,Mid-level,Bachelor,16.0,82271.32000441768,3.0,4,30.0,22,5,0,2007-11-02,Smithborough,1
EMP0937,Stephanie Wade,51.0,Non-binary,HR,Manager,Bachelor,14.0,52283.742606464046,5.0,5,91.0,20,14,0,2011-08-11,Bradyton,0
EMP0938,Richard Medina,60.0,Male,Finance,Manager,Bachelor,10.0,57123.79542583437,4.0,3,91.0,20,6,0,2022-06-02,Jimenezberg,0
EMP0939,Lisa James,48.0,F,Engineering,Senior,Master,12.0,86049.65015987576,,5,29.0,0,13,0,2012-07-31,West Jessicabury,1
EMP0940,Timothy Smith,57.0,M,MARKETING,Mid-level,Bachelor,0.0,64240.36309007459,4.0,4,17.0,1,17,0,2023-12-23,Williamfurt,0
EMP0941,Joshua Wheeler,50.0,F,Marketing,Director,Bachelor,16.0,84509.53620540779,5.0,1,43.0,25,0,0,2010-10-07,Torresside,1
EMP0942,Shannon Gonzalez,59.0,Female,Finance,Director,Bachelor,5.0,70228.96703391623,3.0,5,26.0,18,5,0,2007-03-18,Tracyhaven,0
EMP0943,Alexander Coleman,54.0,Female,Engineering,Senior,Bachelor,3.0,76687.34203118188,3.0,3,98.0,29,2,0,2015-12-16,New Martinmouth,0
EMP0944,Kenneth Gilmore,58.0,Female,,Mid-level,,19.0,86127.16178383504,3.0,3,25.0,13,4,0,2013-02-24,Atkinsonshire,1
EMP0945,Whitney Johnson,48.0,F,Legal,Director,Master,15.0,66249.53863522148,5.0,3,102.0,7,11,0,2007-10-17,Alexisfurt,1
